album_id,album_name,artist_id,artist_name,singer_name,song_id,song_name
7379,心曲,1388,陈洁丽,陈洁丽,91110,暗涌
486444,给前度的音乐会,79835,林二汶,林二汶,1770723472,唯独你是不可取替 (Live)
718821711,驿动男人心,7169,华语群星,张国荣,1773800270,永远记得 (粤)
,,,,张国荣,388696,抵抗夜寒
329657,Neo Acoustic Movement Vol.1,7169,华语群星,王菀之,3675546,脸红
1771177845,Dream On Live 2013 林一峰游乐会,631,林一峰,林一峰,1771944801,未完舞曲 (Live) 
376634,Back to the Stars,631,林一峰,林一峰,1769464923,Light Up Your Dreams
376634,Back to the Stars,631,林一峰,林一峰,1769464922,"From Turkey , with Love"
376634,Back to the Stars,631,林一峰,林一峰,1769464921,When He Sings
376634,Back to the Stars,631,林一峰,林一峰,1769464913,Chasing Sunsets
376634,Back to the Stars,631,林一峰,林一峰,1769464915,Trust
6067,活出生命Live演唱会,1198,张学友,张学友,74196,约定 (Live)
1771177845,Dream On Live 2013 林一峰游乐会,631,林一峰,林一峰,1771944818,Trust / By My Side (Live) 
2742,Camping In Hong Kong Live,631,林一峰,林一峰,21644,By My Side
358039,恋爱总是平静地意外....来临,631,林一峰,林一峰,1769248353,By My Side
361077,一峰二汶好天气演唱会,631,林一峰,林一峰,1769286118,约定 (Live)
2748,游乐园 香港演唱会,631,林一峰,林一峰,21767,暗涌(方树梁合奏)
32641,LESLIE 侧面,1166,张国荣,张国荣,388691,偏心
,,,,张国荣,71814,雪中情
,,,,张国荣,71647,雪中情'89
,,,,张学友; 陈慧娴,377446,接近
,,,,张学友,377455,童话
621569965,钟氏兄弟与您CHOK出正能量101,7169,华语群星,谭咏麟; 张国荣; 童安格; 张学友; 何家劲; 金素梅; 甄秀珍; 柏安妮; 城市少女; 达明一派; Beyond; 草蜢; 张淘淘; 何如惠; 周治平; 李傲梅; 郑婷,1773880660,永远的朋友
564376090,"Miss You Much, Leslie",1166,张国荣,张国荣,1771773596,我的心里没有他 (00 Live)
564376090,"Miss You Much, Leslie",1166,张国荣,张国荣,1771773598,至少还有你 (00 Live)
564376090,"Miss You Much, Leslie",1166,张国荣,张国荣,1771773597,热情的沙漠 (00 Live)
564376090,"Miss You Much, Leslie",1166,张国荣,张国荣,1771773593,大热
564376090,"Miss You Much, Leslie",1166,张国荣,张国荣,1771773578,The Way We Were (90 Live)
564376090,"Miss You Much, Leslie",1166,张国荣,张国荣,1771773576,Dreaming
,,,,张国荣,1771773573,风再起时
,,,,张国荣,1771773568,由零开始
,,,,张国荣,1771773570,似水流年
564376090,"Miss You Much, Leslie",1166,张国荣,张国荣,1771773572,滴汗
564376090,"Miss You Much, Leslie",1166,张国荣,张国荣,1771773563,胭脂扣 (88 Live)
564376090,"Miss You Much, Leslie",1166,张国荣,张国荣,1771773565,侧面
,,,,张国荣,1771773566,暴风一族
564376090,"Miss You Much, Leslie",1166,张国荣,张国荣,1771773561,Hot Summer
564376090,"Miss You Much, Leslie",1166,张国荣,张国荣,1771773559,无需要太多
564376090,"Miss You Much, Leslie",1166,张国荣,张国荣,1771773555,雪中情
564376090,"Miss You Much, Leslie",1166,张国荣,张国荣,1771773551,热辣辣
564376090,"Miss You Much, Leslie",1166,张国荣,张国荣,1771773549,拒绝再玩
,,,,张国荣,1771773553,想妳
564376090,"Miss You Much, Leslie",1166,张国荣,张国荣,1771773546,够了
564376090,"Miss You Much, Leslie",1166,张国荣,张国荣,1771773544,情难自控
564376090,"Miss You Much, Leslie",1166,张国荣,张国荣,1771773538,Thank You
,,,,张国荣,71803,无需要太多
10917,With,2000,梅艳芳,梅艳芳; 张学友,391503,相爱很难
5812,大热,1166,张国荣,张国荣,71135,奇迹
5868,风继续吹,1166,张国荣,张国荣,71926,共您别离
5820,侬本多情,1166,张国荣,张国荣,71284,全身都是爱
5834,常在心头,1166,张国荣,袁咏仪,71492,甘心(合)
5834,常在心头,1166,张国荣,袁咏仪,71479,痛心(悲)
5834,常在心头,1166,张国荣,袁咏仪,71487,死心(离)
5834,常在心头,1166,张国荣,袁咏仪,71482,痴心(欢)
5854,张国荣告别当年情珍藏版,1166,张国荣,张国荣; 陈洁灵,71744,只怕不再遇上
374014,I Am What I Am,1166,张国荣,张国荣,1769435779,月亮代表我的心
2100294382,我是歌手第四季 第十一期: 淘汰赛,127544,我是歌手,张信哲,1775787294,这么远 那么近 (Live)
374014,I Am What I Am,1166,张国荣,张国荣,1769435761,我的心里没有他 (Live)
5781,戏魅,1166,张国荣,张国荣,70488,Jungle Drums
476939,华星雷射猛碟第二辑,7169,华语群星,张国荣,1770963445,浮生若梦
5793,History. His Story,1166,张国荣,张国荣,70699,浮生若梦
,,,,张国荣,70756,有谁共鸣 (钢琴演奏版)
5794,钟情张国荣,1166,张国荣,张国荣,70747,当年情 (钢琴演奏版)
5794,钟情张国荣,1166,张国荣,张国荣,70722,风继续吹 (钢琴演奏版)
5794,钟情张国荣,1166,张国荣,张国荣,70725,侬本多情 (钢琴演奏版)
,,,,张国荣,70772,冤家
5794,钟情张国荣,1166,张国荣,张国荣,70744,To You
5804,挚爱1995-2003,1166,张国荣,张国荣,70940,月亮代表我的心
320073,Double Fantasy Again,1166,张国荣,张国荣,3558767,谈情说爱
320073,Double Fantasy Again,1166,张国荣,张国荣; 辛晓琪,3558763,眉来眼去
320073,Double Fantasy Again,1166,张国荣,张国荣; 辛晓琪,3558759,深情相拥
320073,Double Fantasy Again,1166,张国荣,张国荣; 林忆莲,3558761,FROM NOW ON
1218787387,永远张国荣 最完整精选全纪录,1166,张国荣,张国荣; 林忆莲,1773797269,From Now On
5813,C～THE BEST OF LESLIE CHEUNG,1166,张国荣,张国荣,71154,谈恋爱
5813,C～THE BEST OF LESLIE CHEUNG,1166,张国荣,张国荣,71155,Twist & Shout
5813,C～THE BEST OF LESLIE CHEUNG,1166,张国荣,张国荣,71153,永远记得
7599,情牵淑桦,1421,陈淑桦,张国荣; 陈淑桦,93450,当真就好
373752,风月 电影原声,1220,赵季平,张国荣; 陈淑桦,1769432721,当真就好
7606,生生世世,1421,陈淑桦,张国荣; 陈淑桦,93552,当真就好
1218787387,永远张国荣 最完整精选全纪录,1166,张国荣,张国荣; 陈淑桦,1773797268,当真就好
5853,情难再续 情歌集,1166,张国荣,张国荣; 戴蕴慧,71734,全身都是爱
5834,常在心头,1166,张国荣,张国荣; 梅艳芳,71491,缘份
5834,常在心头,1166,张国荣,张国荣; 陈洁灵,71495,只怕不再遇上
,,,,张国荣,2050730,暴风一族(Remix Version)
5849,Leslie 张国荣,1166,张国荣,张国荣,71682,流浪
5854,张国荣告别当年情珍藏版,1166,张国荣,张国荣; 陈洁灵,71763,谁令你心痴
12903,真我在舞台音乐会,2384,叶倩文,叶倩文,158755,情人知己/让我欢喜让我忧
12904,你听到,2384,叶倩文,叶倩文,158756,伤逝
12903,真我在舞台音乐会,2384,叶倩文,叶倩文,158745,终身美丽
12903,真我在舞台音乐会,2384,叶倩文,叶倩文,158751,伤逝
12903,真我在舞台音乐会,2384,叶倩文,叶倩文,158739,酒干倘卖无(国语)
12903,真我在舞台音乐会,2384,叶倩文,叶倩文,158748,American Pie
,,,,Don McLean,3368875,Babylon
,,,,Elton John,1769643816,Tiny Dancer
494292,Intouchables (La bande originale du film),23723,Ludovico Einaudi,Ludovico Einaudi,1770810087,Fly 
445956,Islands: Essential Einaudi,23723,Ludovico Einaudi,Ludovico Einaudi,1770268217,Fly
5834,常在心头,1166,张国荣,张国荣; 陈洁灵,71488,谁令你心痴
7393,再见 Sayonara,1389,陈洁灵,张国荣; 陈洁灵,91271,谁令你心痴
5807,光荣岁月,1166,张国荣,张国荣; 陈洁灵,71022,谁令你心痴
5854,张国荣告别当年情珍藏版,1166,张国荣,张国荣,71747,无胆入情关
2102612634,Intouchables,2102138410,Intouchables,Intouchables,1793359436,Fly
5812,大热,1166,张国荣,张国荣,71137,午后红茶
5812,大热,1166,张国荣,张国荣,71141,发烧 (国语版)
5812,大热,1166,张国荣,张国荣,71140,没有烟总有花
5812,大热,1166,张国荣,张国荣,71142,我 (国语版)
5812,大热,1166,张国荣,张国荣,71134,身边有人
,,,,张国荣,71133,侯斯顿之恋
5812,大热,1166,张国荣,张国荣,71136,Don't Lie To Me
,,,,许冠杰,1770600129,搵嘢做
,,,,张国荣,1770148195,春光乍泄
374014,I Am What I Am,1166,张国荣,张国荣,1769435776,春光乍泄
5794,钟情张国荣,1166,张国荣,张国荣,70729,共同渡过
5148,环球真经典系列,1038,许冠杰,许冠杰,62647,打雀英雄传
5134,许冠杰的故事,1038,许冠杰,许冠杰,62182,财神到
5148,环球真经典系列,1038,许冠杰,许冠杰,62615,财神到
12484,徐小凤白金珍藏版,2322,徐小凤,徐小凤,153477,风的季节
2095200136,华纳二十三周年纪念精选系列,70,陈百强,陈百强,1772706850,喝彩
248,完全 陈百强,70,陈百强,陈百强,3063,离不开
2095227853,陈百强不朽金曲金藏集,1964894197,回收站,陈百强,1772737595,当我想起你
2100300614,有心人,55712,G.E.M.邓紫棋,G.E.M.邓紫棋,1775829512,有心人
280,凝望,70,陈百强,陈百强,3479,凝望
2095200136,华纳二十三周年纪念精选系列,70,陈百强,陈百强,1772706837,当我想起你
2095200136,华纳二十三周年纪念精选系列,70,陈百强,陈百强,1772706838,偏偏喜欢你
2095200136,华纳二十三周年纪念精选系列,70,陈百强,陈百强,1772706845,等
2095200136,华纳二十三周年纪念精选系列,70,陈百强,陈百强,1772706851,涟漪
2095200136,华纳二十三周年纪念精选系列,70,陈百强,陈百强,1772706846,摘星
822844204,Elegance & Charm 文质翩翩　,70,陈百强,陈百强,1773917588,摘星
2095227853,陈百强不朽金曲金藏集,1964894197,回收站,陈百强,1772737596,摘星
,,,,陈百强,1772344780,深爱着你
,,,,张学友,74114,Medley: 莫等待 / 相识非偶然 / 大丈夫 (Live)
2095200136,华纳二十三周年纪念精选系列,70,陈百强,陈百强,1772706847,念亲恩
2095227853,陈百强不朽金曲金藏集,1964894197,回收站,陈百强,1772737599,念亲恩
271,精装陈百强,70,陈百强,陈百强,389497,念亲恩
2095227853,陈百强不朽金曲金藏集,1964894197,回收站,陈百强,1772737588,今宵多珍重
389051,献出真善美,7169,华语群星,陈百强,1769616826,今宵多珍重
2102412878,今天唱什么 世界巡回演唱会  台北场,1258,周华健,周华健,1792693910,爱相随 (Live)
195024406,第三期 周华健专场,1494440266,不朽之名曲,周华健,1772625119,朋友 (Live)
32204,听健,1258,周华健,周华健,375816,难念的经(西班牙版)
418819148,唱作人 (香港版),7169,华语群星,周华健,1773800198,难念的经
447970,电视剧歌曲大全,7169,华语群星,周华健,1770289653,难念的经 
388127,新台湾男人,7169,华语群星,周华健; 李宗盛; 品冠,1769605992,最近比较烦
10381,最好的…林忆莲,1897,林忆莲,林忆莲,2048752,至少还有你
374014,I Am What I Am,1166,张国荣,张国荣,1769435778,至少还有你 (Live)
2733,林夕字传2,1166,张国荣,张国荣,21477,追
421981,重译,1390,陈洁仪,陈洁仪,1770622985,左右手
421981,重译,1390,陈洁仪,陈洁仪,1770622983,今生今世
,,,,张国荣,1770148173,今生今世(电影版)
374014,I Am What I Am,1166,张国荣,张国荣,1769435746,今生今世 (电影版)
421981,重译,1390,陈洁仪,陈洁仪,1769992158,追/今生今世
,,,,张国荣; 许冠杰,1774489268,沉默是金 (合唱)
399722,华星闪耀 永恒回忆,7169,华语群星,张国荣,1769739362,全赖有你
5148,环球真经典系列,1038,许冠杰,许冠杰,62611,急流勇退
5134,许冠杰的故事,1038,许冠杰,许冠杰,62208,急流勇退
5148,环球真经典系列,1038,许冠杰,许冠杰,62631,鬼马大家乐
5148,环球真经典系列,1038,许冠杰,许冠杰,62618,鬼马双星
5148,环球真经典系列,1038,许冠杰,许冠杰,62686,麻雀耍乐
5148,环球真经典系列,1038,许冠杰,许冠杰,62688,先敬罗衣后敬人
5148,环球真经典系列,1038,许冠杰,许冠杰,62671,半斤八两
5148,环球真经典系列,1038,许冠杰,许冠杰,62599,最紧要好玩
5148,环球真经典系列,1038,许冠杰,许冠杰,62595,跟佢做个Friend
5148,环球真经典系列,1038,许冠杰,许冠杰,62600,日本娃娃
5148,环球真经典系列,1038,许冠杰,许冠杰,62612,沧海一声笑
,,,,许冠杰,62193,学生哥
,,,,许冠杰,62200,梨涡浅笑
5134,许冠杰的故事,1038,许冠杰,张国荣; 许冠杰,62194,沉默是金
5134,许冠杰的故事,1038,许冠杰,许冠杰,62187,沧海一声笑
321767,沧海一声笑,1038,许冠杰,许冠杰,3580314,莫等待
321767,沧海一声笑,1038,许冠杰,许冠杰,3580311,父母恩
490053,恭喜发财迎新春,7169,华语群星,叶振棠,1770763998,祝福你
316654,华纳群星贺岁金曲 喜上加喜+天天报喜,7169,华语群星,林子祥; 叶倩文; 杜德伟; 曾航生; 何婉盈; 刘锡明; 蔡立儿; 张卫健; 吕方; 刘德华; 钟镇涛,3515448,祝福你
316654,华纳群星贺岁金曲 喜上加喜+天天报喜,7169,华语群星,林子祥,3515447,财神到
1193,顾嘉辉黄霑 真友情演唱会 珍贵现场纪念版,7169,华语群星,梅艳芳,27138,心债
1193,顾嘉辉黄霑 真友情演唱会 珍贵现场纪念版,7169,华语群星,梅艳芳,27139,情比雨丝
1193,顾嘉辉黄霑 真友情演唱会 珍贵现场纪念版,7169,华语群星,叶丽仪,27128,上海滩
1193,顾嘉辉黄霑 真友情演唱会 珍贵现场纪念版,7169,华语群星,罗文; 甄妮,27142,世间始终你好
1193,顾嘉辉黄霑 真友情演唱会 珍贵现场纪念版,7169,华语群星,顾嘉辉,27113,当年情(Piano Solo)
1193,顾嘉辉黄霑 真友情演唱会 珍贵现场纪念版,7169,华语群星,黄霑; 华语群星; 顾家辉,27143,沧海一声笑
,,,,黄霑; 徐克; 罗大佑,34814,沧海一声笑
321767,沧海一声笑,1038,许冠杰,许冠杰,3580307,沧海一声笑
,,,,张国荣,34784,明星
,,,,许冠杰,34787,沧海一声笑
,,,,罗文; 甄妮,34775,世间始终你好
314733,狮子山下,718,罗文,罗文,3491042,狮子山下
3463,小李飞刀,718,罗文,罗文,42689,小李飞刀
12456,金光灿烂,2322,徐小凤,徐小凤,153031,包青天
12489,金光灿烂徐小凤演唱会'89,2322,徐小凤,徐小凤,153537,风的季节
12503,徐小凤-'85演唱会精选,2322,徐小凤,徐小凤,153734,似水流年
,,,,徐小凤,153598,今宵多珍重
12514,风雨同路,2322,徐小凤,徐小凤,153883,卖汤圆
1230,天龙诀,273,关正杰,关正杰,27643,漫漫前路
12484,徐小凤白金珍藏版,2322,徐小凤,徐小凤,153478,漫漫前路
2839,林子祥精选之天长地久,641,林子祥,林子祥,22999,男儿当自强 (国语版)
483885,缘定今生,2384,叶倩文,林子祥,1770692517,男儿当自强
,,,,林子祥,22726,分分钟需要你 (Live)
438249,花旦,1258,周华健,周华健,1770177476,传奇
263,至爱纪念集,70,陈百强,陈百强,3304,感情到老
822844204,Elegance & Charm 文质翩翩　,70,陈百强,陈百强,1773917605,深爱着你
461452,天碟金曲精选二,7169,华语群星,陈百强,1770438510,天才白痴梦
5171,潮流兴夹Band,1038,许冠杰,许冠杰,383101,爱是无言
,,,,许冠杰,1772629102,最紧要好玩 (搞笑版)
5164,许冠杰89歌集,1038,许冠杰,许冠杰; 张国荣,383120,我未惊过 
32979,人生多么好!,1038,许冠杰,许冠杰,393592,情怀森曲 (Medley)
,,,,许冠杰,383147,同舟共济
,,,,许冠杰,383018,莫等待
,,,,许冠杰,3587015,跟佢做个Friend 
,,,,许冠杰,383128,"麻雀耍乐 (""打雀英雄传""续集)"
,,,,许冠杰,383091,日本娃娃
,,,,许冠杰,383013,天才白痴梦
,,,,许冠杰,383011,天才白痴往日情
,,,,许冠杰,383012,天才白痴钱钱钱
,,,,许冠杰,383010,天才与白痴
,,,,许冠杰,383124,财神到
,,,,许冠杰,382991,有酒今朝醉
,,,,许冠杰,62196,打雀英雄传
792004131,绝对熹祥,641,林子祥,林子祥,1772535155,分分钟需要你 (Live)
792004131,绝对熹祥,641,林子祥,林子祥,1772535150,在水中央 (Live)
792004131,绝对熹祥,641,林子祥,林子祥,1772535174,千亿个夜晚 (Live)
2878,摩登土佬,641,林子祥,林子祥,379592,分分钟需要你
698168155,林子祥38年音乐习作,641,林子祥,林子祥,1772930414,千亿个夜晚
2839,林子祥精选之天长地久,641,林子祥,叶倩文; 林子祥,22994,选择
,,,,关正杰; 雷安娜,120292,人在旅途洒泪时
9736,旧梦不须记,1760,雷安娜,雷安娜,120330,旧梦不须记
12902,爱情的名字,2384,叶倩文,叶倩文,158719,潇洒走一回
,,,,苏芮,382293,酒干倘卖无
,,,,林子祥,1769852170,分分钟需要你
3448,射雕英雄传,718,罗文,罗文; 甄妮,42514,世间始终你好
5864,全赖有你 夏日精选,1166,张国荣,张国荣,71877,全赖有你
2868,十分十二寸,641,林子祥,林子祥,379493,十分十二寸
320073,Double Fantasy Again,1166,张国荣,张国荣; 陈淑桦,3558757,当真就好
5865,为你钟情,1166,张国荣,张国荣,71895,少女心事
171301,金枝玉叶2 电影原声带,7158,原声带,周华健,2116104,爱相随
309867,金枝玉叶 电影原声带,7158,原声带,原声带,3429708,分手
5794,钟情张国荣,1166,张国荣,张国荣,70749,今生今世
171301,金枝玉叶2 电影原声带,7158,原声带,张国荣,3653778,今生今世
171301,金枝玉叶2 电影原声带,7158,原声带,张国荣,2116103,追
171301,金枝玉叶2 电影原声带,7158,原声带,张国荣,2116098,谈恋爱
309867,金枝玉叶 电影原声带,7158,原声带,原声带,3429707,今生今世
171301,金枝玉叶2 电影原声带,7158,原声带,张国荣,2116094,Twist and Shout
,,,,张国荣,71951,Undercover Angel
5821,Printemps,1166,张国荣,张国荣,377394,知道爱
5861,Stand Up,1166,张国荣,张国荣,71849,分手
5861,Stand Up,1166,张国荣,张国荣,71847,Stand Up
5861,Stand Up,1166,张国荣,张国荣,71848,黑色午夜
5863,张国荣,1166,张国荣,张国荣,71869,隐身人
5863,张国荣,1166,张国荣,张国荣,1771831178,爱慕
5861,Stand Up,1166,张国荣,张国荣,71856,可人儿
5861,Stand Up,1166,张国荣,张国荣,71853,打开信箱
10933,是这样的,2000,梅艳芳,梅艳芳,135076,是这样的
,,,,张国荣,71797,天使之爱
5858,Summer Romance'87,1166,张国荣,张国荣,71821,拒绝再玩
5858,Summer Romance'87,1166,张国荣,张国荣,71824,无形锁扣
5858,Summer Romance'87,1166,张国荣,张国荣,71822,无心睡眠
5858,Summer Romance'87,1166,张国荣,张国荣,71829,请勿越轨
5858,Summer Romance'87,1166,张国荣,张国荣,71828,够了
5859,爱慕,1166,张国荣,张国荣,3402367,让我消失去
5859,爱慕,1166,张国荣,张国荣,3402361,停止转动 
2100326836,继续宠爱‧十年‧音乐会,1166,张国荣,莫文蔚; 张国荣,1776006322,只怕不再遇上 (Live)
421215,永远最爱,23259,日本群星,日本群星,1769983080,La Vie En Rose
,,,,谷村新司,2084128,花
421215,永远最爱,23259,日本群星,赵容弼,1769983083,花
4159,谁可改变 十五周年纪念集,859,谭咏麟,谭咏麟; 张国荣,51132,幻影+雾之恋
5809,Forever,1166,张国荣,张国荣,71063,月亮代表我的心
,,,,张国荣,1770148172,追 (电影版)
5829,红,1166,张国荣,张国荣,387329,你我之间
5833,宠爱,1166,张国荣,张国荣,377413,一辈子失去了你
5868,风继续吹,1166,张国荣,张国荣,71929,让我飞
,,,,张国荣,1772341930,暴风一族 (伴奏)
5821,Printemps,1166,张国荣,张国荣,377397,マツュマロ
5821,Printemps,1166,张国荣,张国荣,377392,真相
5812,大热,1166,张国荣,张国荣,71139,愿你决定
2100280166,Farewell I Tour: Live from Melbourne,10171,Eagles,Eagles,1775654720,Hotel California
5809,Forever,1166,张国荣,张国荣,71059,Tonight And Forever
,,,,张国荣,1770148196,夜有所梦
,,,,张国荣,71813,奔向未来日子
